Year,Location,Escapement (weir),Escapement (tower),Escapement (mark/recapture),Escapement (sonar),Age,Harvest,Region,Aerial Survey
1970,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1971,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1972,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1973,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1974,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1975,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1976,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1977,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1978,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1979,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1980,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1981,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1982,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1983,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1984,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1985,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1986,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1987,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1988,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1989,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1990,Goodpaster River,0,0,0,0,1,,Yukon (US),1
1991,Goodpaster River,0,0,0,0,1,,Yukon (US),1
1992,Goodpaster River,0,0,0,0,1,,Yukon (US),1
1993,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1994,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1995,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1996,Goodpaster River,0,0,0,0,0,,Yukon (US),0
1997,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1998,Goodpaster River,0,0,0,0,0,,Yukon (US),1
1999,Goodpaster River,0,0,0,0,0,,Yukon (US),1
2000,Goodpaster River,0,0,0,0,1,,Yukon (US),1
2001,Goodpaster River,0,0,0,0,0,,Yukon (US),1
2002,Goodpaster River,0,0,0,0,0,,Yukon (US),1
2003,Goodpaster River,0,0,0,0,0,,Yukon (US),1
2004,Goodpaster River,1,0,0,0,0,,Yukon (US),1
2005,Goodpaster River,1,0,0,0,0,,Yukon (US),1
2006,Goodpaster River,1,0,0,0,0,,Yukon (US),1
2007,Goodpaster River,1,0,0,0,1,,Yukon (US),1
2008,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2009,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2010,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2011,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2012,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2013,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2014,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2015,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2016,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2017,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2018,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2019,Goodpaster River,1,0,0,0,0,,Yukon (US),0
2020,Goodpaster River,1,0,0,0,0,,Yukon (US),1
1969,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1970,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1971,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1972,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1973,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1974,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1975,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1976,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1977,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1978,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1979,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1980,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1981,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1982,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1983,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1984,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1985,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1986,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1987,Henshaw Creek,0,0,0,0,1,,Yukon (US),1
1988,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1989,Henshaw Creek,0,0,0,0,0,,Yukon (US),0
1990,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1991,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1992,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1993,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1994,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1995,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1996,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1997,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1998,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
1999,Henshaw Creek,0,0,0,0,0,,Yukon (US),1
2000,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2001,Henshaw Creek,1,0,0,0,1,,Yukon (US),1
2002,Henshaw Creek,1,0,0,0,1,,Yukon (US),1
2003,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2004,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2005,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2006,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2007,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2008,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2009,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2010,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2011,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2012,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2013,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2014,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2015,Henshaw Creek,1,0,0,0,1,,Yukon (US),1
2016,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2017,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2018,Henshaw Creek,1,0,0,0,1,,Yukon (US),1
2019,Henshaw Creek,1,0,0,0,1,,Yukon (US),0
2020,Henshaw Creek,1,0,0,0,1,,Yukon (US),1
1969,Kaltag River,0,0,0,0,0,,Yukon (US),0
1970,Kaltag River,0,0,0,0,0,,Yukon (US),0
1971,Kaltag River,0,0,0,0,0,,Yukon (US),0
1972,Kaltag River,0,0,0,0,0,,Yukon (US),0
1973,Kaltag River,0,0,0,0,0,,Yukon (US),0
1974,Kaltag River,0,0,0,0,0,,Yukon (US),1
1975,Kaltag River,0,0,0,0,0,,Yukon (US),1
1976,Kaltag River,0,0,0,0,0,,Yukon (US),0
1977,Kaltag River,0,0,0,0,0,,Yukon (US),0
1978,Kaltag River,0,0,0,0,0,,Yukon (US),0
1979,Kaltag River,0,0,0,0,0,,Yukon (US),0
1980,Kaltag River,0,0,0,0,0,,Yukon (US),0
1981,Kaltag River,0,0,0,0,1,,Yukon (US),0
1982,Kaltag River,0,0,0,0,1,,Yukon (US),0
1983,Kaltag River,0,0,0,0,1,,Yukon (US),0
1984,Kaltag River,0,0,0,0,1,,Yukon (US),0
1985,Kaltag River,0,0,0,0,1,,Yukon (US),0
1986,Kaltag River,0,0,0,0,0,,Yukon (US),0
1987,Kaltag River,0,0,0,0,0,,Yukon (US),0
1988,Kaltag River,0,0,0,0,0,,Yukon (US),0
1989,Kaltag River,0,0,0,0,0,,Yukon (US),0
1990,Kaltag River,0,0,0,0,0,,Yukon (US),0
1991,Kaltag River,0,0,0,0,0,,Yukon (US),1
1992,Kaltag River,0,0,0,0,0,,Yukon (US),0
1993,Kaltag River,0,0,0,0,0,,Yukon (US),0
1994,Kaltag River,0,1,0,0,0,,Yukon (US),0
1995,Kaltag River,0,1,0,0,1,,Yukon (US),0
1996,Kaltag River,0,1,0,0,1,,Yukon (US),0
1997,Kaltag River,0,1,0,0,0,,Yukon (US),0
1998,Kaltag River,0,1,0,0,0,,Yukon (US),0
1999,Kaltag River,0,1,0,0,0,,Yukon (US),0
2000,Kaltag River,0,1,0,0,0,,Yukon (US),0
2001,Kaltag River,0,1,0,0,1,,Yukon (US),0
2002,Kaltag River,0,1,0,0,1,,Yukon (US),0
2003,Kaltag River,0,1,0,0,1,,Yukon (US),0
2004,Kaltag River,0,1,0,0,1,,Yukon (US),0
2005,Kaltag River,0,1,0,0,1,,Yukon (US),0
2006,Kaltag River,0,1,0,0,1,,Yukon (US),0
2007,Kaltag River,0,1,0,0,1,,Yukon (US),0
2008,Kaltag River,0,0,0,0,1,,Yukon (US),0
2009,Kaltag River,0,0,0,0,0,,Yukon (US),1
2010,Kaltag River,0,0,0,0,0,,Yukon (US),1
2011,Kaltag River,0,0,0,0,0,,Yukon (US),0
2012,Kaltag River,0,0,0,0,0,,Yukon (US),1
2013,Kaltag River,0,0,0,0,0,,Yukon (US),0
2014,Kaltag River,0,0,0,0,0,,Yukon (US),0
2015,Kaltag River,0,0,0,0,0,,Yukon (US),1
2016,Kaltag River,0,0,0,0,0,,Yukon (US),0
2017,Kaltag River,0,0,0,0,0,,Yukon (US),0
2018,Kaltag River,0,0,0,0,0,,Yukon (US),0
2019,Kaltag River,0,0,0,0,0,,Yukon (US),0
2020,Kaltag River,0,0,0,0,0,,Yukon (US),1
1969,Nulato River,0,0,0,0,0,,Yukon (US),0
1970,Nulato River,0,0,0,0,0,,Yukon (US),0
1971,Nulato River,0,0,0,0,0,,Yukon (US),0
1972,Nulato River,0,0,0,0,0,,Yukon (US),0
1973,Nulato River,0,0,0,0,0,,Yukon (US),0
1974,Nulato River,0,0,0,0,0,,Yukon (US),1
1975,Nulato River,0,0,0,0,0,,Yukon (US),1
1976,Nulato River,0,0,0,0,0,,Yukon (US),1
1977,Nulato River,0,0,0,0,0,,Yukon (US),1
1978,Nulato River,0,0,0,0,0,,Yukon (US),1
1979,Nulato River,0,0,0,0,0,,Yukon (US),1
1980,Nulato River,0,0,0,0,1,,Yukon (US),1
1981,Nulato River,0,0,0,0,1,,Yukon (US),1
1982,Nulato River,0,0,0,0,0,,Yukon (US),0
1983,Nulato River,0,0,0,0,0,,Yukon (US),1
1984,Nulato River,0,0,0,0,0,,Yukon (US),0
1985,Nulato River,0,0,0,0,0,,Yukon (US),1
1986,Nulato River,0,0,0,0,1,,Yukon (US),1
1987,Nulato River,0,0,0,0,1,,Yukon (US),1
1988,Nulato River,0,0,0,0,1,,Yukon (US),1
1989,Nulato River,0,0,0,0,0,,Yukon (US),0
1990,Nulato River,0,0,0,0,0,,Yukon (US),1
1991,Nulato River,0,0,0,0,0,,Yukon (US),1
1992,Nulato River,0,0,0,0,0,,Yukon (US),1
1993,Nulato River,0,0,0,0,0,,Yukon (US),1
1994,Nulato River,0,1,0,0,1,,Yukon (US),0
1995,Nulato River,0,1,0,0,1,,Yukon (US),1
1996,Nulato River,0,1,0,0,1,,Yukon (US),1
1997,Nulato River,0,1,0,0,1,,Yukon (US),0
1998,Nulato River,0,1,0,0,1,,Yukon (US),1
1999,Nulato River,0,1,0,0,1,,Yukon (US),0
2000,Nulato River,0,1,0,0,1,,Yukon (US),0
2001,Nulato River,0,0,0,0,1,,Yukon (US),1
2002,Nulato River,0,1,0,0,1,,Yukon (US),1
2003,Nulato River,1,0,0,0,1,,Yukon (US),0
2004,Nulato River,0,0,0,0,0,,Yukon (US),1
2005,Nulato River,0,0,0,0,0,,Yukon (US),1
2006,Nulato River,0,0,0,0,0,,Yukon (US),1
2007,Nulato River,0,0,0,0,0,,Yukon (US),1
2008,Nulato River,0,0,0,0,0,,Yukon (US),1
2009,Nulato River,0,0,0,0,0,,Yukon (US),1
2010,Nulato River,0,0,0,0,0,,Yukon (US),1
2011,Nulato River,0,0,0,0,1,,Yukon (US),1
2012,Nulato River,0,0,0,0,0,,Yukon (US),1
2013,Nulato River,0,0,0,0,0,,Yukon (US),1
2014,Nulato River,0,0,0,0,0,,Yukon (US),0
2015,Nulato River,0,0,0,0,0,,Yukon (US),1
2016,Nulato River,0,0,0,0,0,,Yukon (US),0
2017,Nulato River,0,0,0,0,0,,Yukon (US),1
2018,Nulato River,0,0,0,0,0,,Yukon (US),1
2019,Nulato River,0,0,0,0,0,,Yukon (US),1
2020,Nulato River,0,0,0,0,0,,Yukon (US),1
1969,Pilot Station,0,0,0,0,0,,Yukon (US),0
1970,Pilot Station,0,0,0,0,0,,Yukon (US),0
1971,Pilot Station,0,0,0,0,0,,Yukon (US),0
1972,Pilot Station,0,0,0,0,0,,Yukon (US),0
1973,Pilot Station,0,0,0,0,0,,Yukon (US),0
1974,Pilot Station,0,0,0,0,0,,Yukon (US),0
1975,Pilot Station,0,0,0,0,0,,Yukon (US),0
1976,Pilot Station,0,0,0,0,0,,Yukon (US),0
1977,Pilot Station,0,0,0,0,0,,Yukon (US),0
1978,Pilot Station,0,0,0,0,0,,Yukon (US),0
1979,Pilot Station,0,0,0,0,0,,Yukon (US),0
1980,Pilot Station,0,0,0,0,0,,Yukon (US),0
1981,Pilot Station,0,0,0,0,0,,Yukon (US),0
1982,Pilot Station,0,0,0,0,0,,Yukon (US),0
1983,Pilot Station,0,0,0,0,0,,Yukon (US),0
1984,Pilot Station,0,0,0,0,0,,Yukon (US),0
1985,Pilot Station,0,0,0,1,0,,Yukon (US),0
1986,Pilot Station,0,0,0,1,1,,Yukon (US),0
1987,Pilot Station,0,0,0,1,0,,Yukon (US),0
1988,Pilot Station,0,0,0,1,0,,Yukon (US),0
1989,Pilot Station,0,0,0,1,0,,Yukon (US),0
1990,Pilot Station,0,0,0,1,1,,Yukon (US),0
1991,Pilot Station,0,0,0,1,1,,Yukon (US),0
1992,Pilot Station,0,0,0,0,1,,Yukon (US),0
1993,Pilot Station,0,0,0,1,1,,Yukon (US),0
1994,Pilot Station,0,0,0,1,1,,Yukon (US),0
1995,Pilot Station,0,0,0,1,1,,Yukon (US),0
1996,Pilot Station,0,0,0,0,1,,Yukon (US),0
1997,Pilot Station,0,0,0,1,1,,Yukon (US),0
1998,Pilot Station,0,0,0,1,1,,Yukon (US),0
1999,Pilot Station,0,0,0,1,1,,Yukon (US),0
2000,Pilot Station,0,0,0,1,1,,Yukon (US),0
2001,Pilot Station,0,0,0,1,1,,Yukon (US),0
2002,Pilot Station,0,0,0,1,1,,Yukon (US),0
2003,Pilot Station,0,0,0,1,1,,Yukon (US),0
2004,Pilot Station,0,0,0,1,1,,Yukon (US),0
2005,Pilot Station,0,0,0,1,1,,Yukon (US),0
2006,Pilot Station,0,0,0,1,1,,Yukon (US),0
2007,Pilot Station,0,0,0,1,1,,Yukon (US),0
2008,Pilot Station,0,0,0,1,1,,Yukon (US),0
2009,Pilot Station,0,0,0,1,1,,Yukon (US),0
2010,Pilot Station,0,0,0,1,1,,Yukon (US),0
2011,Pilot Station,0,0,0,1,1,,Yukon (US),0
2012,Pilot Station,0,0,0,1,1,,Yukon (US),0
2013,Pilot Station,0,0,0,1,1,,Yukon (US),0
2014,Pilot Station,0,0,0,1,1,,Yukon (US),0
2015,Pilot Station,0,0,0,1,1,,Yukon (US),0
2016,Pilot Station,0,0,0,1,1,,Yukon (US),0
2017,Pilot Station,0,0,0,1,1,,Yukon (US),0
2018,Pilot Station,0,0,0,1,1,,Yukon (US),0
2019,Pilot Station,0,0,0,1,1,,Yukon (US),0
2020,Pilot Station,0,0,0,1,1,,Yukon (US),0
1969,Salcha River,0,0,0,0,0,,Yukon (US),1
1970,Salcha River,0,0,0,0,1,,Yukon (US),1
1971,Salcha River,0,0,0,0,0,,Yukon (US),1
1972,Salcha River,0,0,0,0,1,,Yukon (US),1
1973,Salcha River,0,0,0,0,1,,Yukon (US),1
1974,Salcha River,0,0,0,0,1,,Yukon (US),1
1975,Salcha River,0,0,0,0,1,,Yukon (US),1
1976,Salcha River,0,0,0,0,1,,Yukon (US),1
1977,Salcha River,0,0,0,0,1,,Yukon (US),1
1978,Salcha River,0,0,0,0,1,,Yukon (US),1
1979,Salcha River,0,0,0,0,1,,Yukon (US),1
1980,Salcha River,0,0,0,0,1,,Yukon (US),1
1981,Salcha River,0,0,0,0,1,,Yukon (US),1
1982,Salcha River,0,0,0,0,1,,Yukon (US),1
1983,Salcha River,0,0,0,0,1,,Yukon (US),1
1984,Salcha River,0,0,0,0,1,,Yukon (US),1
1985,Salcha River,0,0,0,0,1,,Yukon (US),1
1986,Salcha River,0,0,0,0,1,,Yukon (US),1
1987,Salcha River,0,0,0,0,1,,Yukon (US),1
1988,Salcha River,0,0,0,0,1,,Yukon (US),1
1989,Salcha River,0,0,0,0,1,,Yukon (US),1
1990,Salcha River,0,0,0,0,1,,Yukon (US),1
1991,Salcha River,0,0,0,0,1,,Yukon (US),1
1992,Salcha River,0,0,0,0,1,,Yukon (US),1
1993,Salcha River,0,1,0,0,1,,Yukon (US),1
1994,Salcha River,0,1,0,0,1,,Yukon (US),1
1995,Salcha River,0,1,0,0,1,,Yukon (US),1
1996,Salcha River,0,1,0,0,1,,Yukon (US),1
1997,Salcha River,0,1,0,0,1,,Yukon (US),1
1998,Salcha River,0,1,0,0,1,,Yukon (US),1
1999,Salcha River,0,1,0,0,1,,Yukon (US),1
2000,Salcha River,0,1,0,0,1,,Yukon (US),1
2001,Salcha River,0,1,0,0,1,,Yukon (US),1
2002,Salcha River,0,1,0,0,1,,Yukon (US),1
2003,Salcha River,0,1,0,0,1,,Yukon (US),0
2004,Salcha River,0,1,0,0,1,,Yukon (US),0
2005,Salcha River,0,1,0,0,1,,Yukon (US),1
2006,Salcha River,0,1,0,0,1,,Yukon (US),1
2007,Salcha River,0,1,0,0,1,,Yukon (US),1
2008,Salcha River,0,1,0,0,1,,Yukon (US),1
2009,Salcha River,0,1,0,0,1,,Yukon (US),0
2010,Salcha River,0,1,0,0,1,,Yukon (US),0
2011,Salcha River,0,1,0,0,1,,Yukon (US),1
2012,Salcha River,0,1,0,0,1,,Yukon (US),1
2013,Salcha River,0,1,0,0,1,,Yukon (US),1
2014,Salcha River,0,1,0,0,1,,Yukon (US),1
2015,Salcha River,0,1,0,0,1,,Yukon (US),1
2016,Salcha River,0,1,0,0,1,,Yukon (US),0
2017,Salcha River,0,1,0,0,1,,Yukon (US),0
2018,Salcha River,0,1,0,0,1,,Yukon (US),0
2019,Salcha River,0,1,0,0,1,,Yukon (US),0
2020,Salcha River,0,1,0,0,1,,Yukon (US),1
1969,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1970,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
1971,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1972,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
1973,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
1974,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1975,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1976,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1977,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1978,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1979,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
1980,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1981,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1982,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1983,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1984,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1985,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1986,Koyukuk River (South Fork),0,0,0,0,1,,Yukon (US),1
1987,Koyukuk River (South Fork),0,0,0,0,1,,Yukon (US),1
1988,Koyukuk River (South Fork),0,0,0,0,1,,Yukon (US),1
1989,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1990,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1991,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1992,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1993,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1994,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1995,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1996,Koyukuk River (South Fork),1,0,0,0,0,,Yukon (US),1
1997,Koyukuk River (South Fork),1,0,0,0,0,,Yukon (US),1
1998,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1999,Koyukuk River (South Fork),1,0,0,0,0,,Yukon (US),1
2000,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2001,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2002,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2003,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2004,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2005,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2006,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2007,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2008,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2009,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2010,Koyukuk River (South Fork),1,0,0,0,0,,Yukon (US),1
2011,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2012,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2013,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2014,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2015,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
2016,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2017,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2018,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2019,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),0
2020,Koyukuk River (South Fork),0,0,0,0,0,,Yukon (US),1
1969,Tanana River,0,0,0,0,0,,Yukon (US),0
1970,Tanana River,0,0,0,0,0,,Yukon (US),0
1971,Tanana River,0,0,0,0,0,,Yukon (US),1
1972,Tanana River,0,0,0,0,0,,Yukon (US),1
1973,Tanana River,0,0,0,0,0,,Yukon (US),1
1974,Tanana River,0,0,0,0,0,,Yukon (US),1
1975,Tanana River,0,0,0,0,0,,Yukon (US),1
1976,Tanana River,0,0,0,0,0,,Yukon (US),1
1977,Tanana River,0,0,0,0,1,,Yukon (US),1
1978,Tanana River,0,0,0,0,1,,Yukon (US),0
1979,Tanana River,0,0,0,0,0,,Yukon (US),1
1980,Tanana River,0,0,0,0,0,,Yukon (US),1
1981,Tanana River,0,0,0,0,0,,Yukon (US),1
1982,Tanana River,0,0,0,0,0,,Yukon (US),0
1983,Tanana River,0,0,0,0,0,,Yukon (US),1
1984,Tanana River,0,0,0,0,0,,Yukon (US),1
1985,Tanana River,0,0,0,0,0,,Yukon (US),0
1986,Tanana River,0,0,0,0,0,,Yukon (US),1
1987,Tanana River,0,0,0,0,1,,Yukon (US),1
1988,Tanana River,0,0,0,0,1,,Yukon (US),1
1989,Tanana River,0,0,0,0,0,,Yukon (US),1
1990,Tanana River,0,0,0,0,0,,Yukon (US),1
1991,Tanana River,0,0,0,0,0,,Yukon (US),1
1992,Tanana River,0,0,0,0,1,,Yukon (US),1
1993,Tanana River,0,0,0,0,1,,Yukon (US),1
1994,Tanana River,0,0,0,0,1,,Yukon (US),1
1995,Tanana River,0,0,0,0,0,,Yukon (US),1
1996,Tanana River,0,0,0,0,0,,Yukon (US),0
1997,Tanana River,0,0,0,0,0,,Yukon (US),0
1998,Tanana River,0,0,0,0,0,,Yukon (US),1
1999,Tanana River,0,0,0,0,0,,Yukon (US),1
2000,Tanana River,0,0,0,0,0,,Yukon (US),0
2001,Tanana River,0,0,0,0,0,,Yukon (US),1
2002,Tanana River,0,0,0,0,0,,Yukon (US),1
2003,Tanana River,0,0,0,0,0,,Yukon (US),1
2004,Tanana River,0,0,0,0,1,,Yukon (US),0
2005,Tanana River,0,0,0,0,0,,Yukon (US),1
2006,Tanana River,0,0,0,0,0,,Yukon (US),1
2007,Tanana River,0,0,0,0,0,,Yukon (US),1
2008,Tanana River,0,0,0,0,0,,Yukon (US),1
2009,Tanana River,0,0,0,0,0,,Yukon (US),1
2010,Tanana River,0,0,0,0,0,,Yukon (US),1
2011,Tanana River,0,0,0,0,0,,Yukon (US),1
2012,Tanana River,0,0,0,0,0,,Yukon (US),1
2013,Tanana River,0,0,0,1,1,,Yukon (US),1
2014,Tanana River,0,0,0,1,1,,Yukon (US),1
2015,Tanana River,0,0,0,0,0,,Yukon (US),1
2016,Tanana River,0,0,0,0,0,,Yukon (US),1
2017,Tanana River,0,0,0,0,0,,Yukon (US),1
2018,Tanana River,0,0,0,0,0,,Yukon (US),1
2019,Tanana River,0,0,0,0,0,,Yukon (US),0
2020,Tanana River,0,0,0,0,0,,Yukon (US),0
1969,Tozitna River,0,0,0,0,0,,Yukon (US),0
1970,Tozitna River,0,0,0,0,0,,Yukon (US),0
1971,Tozitna River,0,0,0,0,0,,Yukon (US),0
1972,Tozitna River,0,0,0,0,0,,Yukon (US),0
1973,Tozitna River,0,0,0,0,0,,Yukon (US),0
1974,Tozitna River,0,0,0,0,0,,Yukon (US),0
1975,Tozitna River,0,0,0,0,0,,Yukon (US),0
1976,Tozitna River,0,0,0,0,0,,Yukon (US),0
1977,Tozitna River,0,0,0,0,0,,Yukon (US),0
1978,Tozitna River,0,0,0,0,0,,Yukon (US),0
1979,Tozitna River,0,0,0,0,0,,Yukon (US),0
1980,Tozitna River,0,0,0,0,0,,Yukon (US),0
1981,Tozitna River,0,0,0,0,0,,Yukon (US),0
1982,Tozitna River,0,0,0,0,0,,Yukon (US),0
1983,Tozitna River,0,0,0,0,0,,Yukon (US),0
1984,Tozitna River,0,0,0,0,0,,Yukon (US),0
1985,Tozitna River,0,0,0,0,0,,Yukon (US),1
1986,Tozitna River,0,0,0,0,0,,Yukon (US),1
1987,Tozitna River,0,0,0,0,0,,Yukon (US),0
1988,Tozitna River,0,0,0,0,0,,Yukon (US),1
1989,Tozitna River,0,0,0,0,0,,Yukon (US),0
1990,Tozitna River,0,0,0,0,0,,Yukon (US),1
1991,Tozitna River,0,0,0,0,0,,Yukon (US),1
1992,Tozitna River,0,0,0,0,0,,Yukon (US),1
1993,Tozitna River,0,0,0,0,0,,Yukon (US),1
1994,Tozitna River,0,0,0,0,0,,Yukon (US),0
1995,Tozitna River,0,0,0,0,0,,Yukon (US),1
1996,Tozitna River,0,0,0,0,0,,Yukon (US),1
1997,Tozitna River,0,0,0,0,0,,Yukon (US),1
1998,Tozitna River,0,0,0,0,0,,Yukon (US),1
1999,Tozitna River,0,0,0,0,0,,Yukon (US),0
2000,Tozitna River,0,0,0,0,0,,Yukon (US),1
2001,Tozitna River,0,0,0,0,0,,Yukon (US),1
2002,Tozitna River,1,0,0,0,1,,Yukon (US),1
2003,Tozitna River,1,0,0,0,1,,Yukon (US),0
2004,Tozitna River,1,0,0,0,1,,Yukon (US),0
2005,Tozitna River,1,0,0,0,1,,Yukon (US),0
2006,Tozitna River,1,0,0,0,1,,Yukon (US),1
2007,Tozitna River,1,0,0,0,1,,Yukon (US),0
